Organization,PersonId,PersonId_Normalized,TotalEmployees,country,displayName,surname,mail,givenName,id,userType,JobTitle,accountEnabled,usageLocation,streetAddress,state,officeLocation,city,postalCode,telephoneNumber,mobilePhone,alternateEmailAddress,ageGroup,consentProvidedForMinor,legalAgeGroupClassification,companyName,creationType,directorySynced,invitationState,identityIssuer,createdDateTime,Has license,UserKey,License Status,employeeType,employeeId,manager_id,manager_displayName,manager_userPrincipalName,manager_mail,manager_jobTitle,ManagerID,BusinessAreaLabel,CountryofEmployment,CompanyCodeLabel,CostCentreLabel,assignedLicenses,Manager_UserKey,OrgLevel,HierarchyPath,TopOfChain_UserKey,IsManager,DirectReports,TotalReports,Level0_UserKey,Level0_Name,Level1_UserKey,Level1_Name,Level2_UserKey,Level2_Name,Level3_UserKey,Level3_Name,Level4_UserKey,Level4_Name,Level5_UserKey,Level5_Name,Level6_UserKey,Level6_Name,Level7_UserKey,Level7_Name,Level8_UserKey,Level8_Name,Level9_UserKey,Level9_Name,Level10_UserKey,Level10_Name,Level11_UserKey,Level11_Name,Level12_UserKey,Level12_Name,Level13_UserKey,Level13_Name,Level14_UserKey,Level14_Name
IT,user0209@contoso-demo.com,user0209@contoso-demo.com,260,GB,Jamie Palmer,Palmer,user0209@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000209,Member,IT Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0209@contoso-demo.com,Licensed,Employee,E00209,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,GB,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Jamie Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0210@contoso-demo.com,user0210@contoso-demo.com,260,ES,Reese Keller,Keller,user0210@contoso-demo.com,Reese,00000000-0000-0000-0000-000000000210,Member,Marketing Manager,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0210@contoso-demo.com,Licensed,Employee,E00210,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,ES,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Reese Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0211@contoso-demo.com,user0211@contoso-demo.com,260,IT,Avery Palmer,Palmer,user0211@contoso-demo.com,Avery,00000000-0000-0000-0000-000000000211,Member,Accountant,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0211@contoso-demo.com,Licensed,Employee,E00211,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,IT,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Avery Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0212@contoso-demo.com,user0212@contoso-demo.com,260,GB,Blake Quincy,Quincy,user0212@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000212,Member,People Operations Lead,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0212@contoso-demo.com,Licensed,Employee,E00212,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,GB,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Blake Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0213@contoso-demo.com,user0213@contoso-demo.com,260,ES,Emerson Turner,Turner,user0213@contoso-demo.com,Emerson,00000000-0000-0000-0000-000000000213,Member,Legal Counsel,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0213@contoso-demo.com,Unlicensed,Employee,E00213,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,ES,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Emerson Turner,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0214@contoso-demo.com,user0214@contoso-demo.com,260,GB,Blake Quincy,Quincy,user0214@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000214,Member,Process Analyst,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0214@contoso-demo.com,Licensed,Employee,E00214,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,GB,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Blake Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0215@contoso-demo.com,user0215@contoso-demo.com,260,GB,Blake Mercer,Mercer,user0215@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000215,Member,Support Engineer,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0215@contoso-demo.com,Unlicensed,Employee,E00215,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,GB,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Blake Mercer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0216@contoso-demo.com,user0216@contoso-demo.com,260,IT,Alex Rivera,Rivera,user0216@contoso-demo.com,Alex,00000000-0000-0000-0000-000000000216,Member,Account Executive,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0216@contoso-demo.com,Licensed,Employee,E00216,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,IT,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Alex Rivera,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0217@contoso-demo.com,user0217@contoso-demo.com,260,IE,Alex Harris,Harris,user0217@contoso-demo.com,Alex,00000000-0000-0000-0000-000000000217,Member,Service Desk Analyst,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0217@contoso-demo.com,Unlicensed,Employee,E00217,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IE,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Alex Harris,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0218@contoso-demo.com,user0218@contoso-demo.com,260,GB,Finley Rivera,Rivera,user0218@contoso-demo.com,Finley,00000000-0000-0000-0000-000000000218,Member,Campaign Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0218@contoso-demo.com,Unlicensed,Employee,E00218,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Finley Rivera,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0219@contoso-demo.com,user0219@contoso-demo.com,260,GB,Reese Grant,Grant,user0219@contoso-demo.com,Reese,00000000-0000-0000-0000-000000000219,Member,Finance Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0219@contoso-demo.com,Licensed,Employee,E00219,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,GB,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Reese Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0220@contoso-demo.com,user0220@contoso-demo.com,260,IE,Charlie Jensen,Jensen,user0220@contoso-demo.com,Charlie,00000000-0000-0000-0000-000000000220,Member,People Operations Lead,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0220@contoso-demo.com,Licensed,Employee,E00220,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,IE,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Charlie Jensen,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0221@contoso-demo.com,user0221@contoso-demo.com,260,GB,Rowan Sutton,Sutton,user0221@contoso-demo.com,Rowan,00000000-0000-0000-0000-000000000221,Member,Legal Counsel,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0221@contoso-demo.com,Licensed,Employee,E00221,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,GB,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Rowan Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0222@contoso-demo.com,user0222@contoso-demo.com,260,IE,Jamie Sutton,Sutton,user0222@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000222,Member,Programme Manager,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0222@contoso-demo.com,Licensed,Employee,E00222,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,IE,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Jamie Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0223@contoso-demo.com,user0223@contoso-demo.com,260,IT,Jordan Ellis,Ellis,user0223@contoso-demo.com,Jordan,00000000-0000-0000-0000-000000000223,Member,Support Engineer,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0223@contoso-demo.com,Unlicensed,Employee,E00223,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,IT,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Jordan Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0224@contoso-demo.com,user0224@contoso-demo.com,260,GB,Sage Ellis,Ellis,user0224@contoso-demo.com,Sage,00000000-0000-0000-0000-000000000224,Member,Account Executive,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0224@contoso-demo.com,Unlicensed,Employee,E00224,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,GB,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Sage Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0225@contoso-demo.com,user0225@contoso-demo.com,260,GB,Riley Dawson,Dawson,user0225@contoso-demo.com,Riley,00000000-0000-0000-0000-000000000225,Member,Platform Engineer,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0225@contoso-demo.com,Unlicensed,Employee,E00225,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,GB,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Riley Dawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0226@contoso-demo.com,user0226@contoso-demo.com,260,GB,Harper Grant,Grant,user0226@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000226,Member,Brand Lead,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0226@contoso-demo.com,Licensed,Employee,E00226,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Harper Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0227@contoso-demo.com,user0227@contoso-demo.com,260,ES,Rowan Harris,Harris,user0227@contoso-demo.com,Rowan,00000000-0000-0000-0000-000000000227,Member,Accountant,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0227@contoso-demo.com,Licensed,Employee,E00227,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,ES,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Rowan Harris,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0228@contoso-demo.com,user0228@contoso-demo.com,260,GB,Avery Osborne,Osborne,user0228@contoso-demo.com,Avery,00000000-0000-0000-0000-000000000228,Member,HR Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0228@contoso-demo.com,Licensed,Employee,E00228,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,GB,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Avery Osborne,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0229@contoso-demo.com,user0229@contoso-demo.com,260,GB,Harper Ellis,Ellis,user0229@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000229,Member,Compliance Officer,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0229@contoso-demo.com,Unlicensed,Employee,E00229,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,GB,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Harper Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0230@contoso-demo.com,user0230@contoso-demo.com,260,NL,Alex Ingram,Ingram,user0230@contoso-demo.com,Alex,00000000-0000-0000-0000-000000000230,Member,Process Analyst,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0230@contoso-demo.com,Unlicensed,Employee,E00230,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,NL,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Alex Ingram,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0231@contoso-demo.com,user0231@contoso-demo.com,260,NL,Avery Adams,Adams,user0231@contoso-demo.com,Avery,00000000-0000-0000-0000-000000000231,Member,Support Lead,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0231@contoso-demo.com,Unlicensed,Employee,E00231,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,NL,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Avery Adams,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0232@contoso-demo.com,user0232@contoso-demo.com,260,NL,Blake Jensen,Jensen,user0232@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000232,Member,Account Executive,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0232@contoso-demo.com,Licensed,Employee,E00232,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,NL,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Blake Jensen,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0233@contoso-demo.com,user0233@contoso-demo.com,260,IT,Jordan Turner,Turner,user0233@contoso-demo.com,Jordan,00000000-0000-0000-0000-000000000233,Member,IT Manager,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0233@contoso-demo.com,Licensed,Employee,E00233,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IT,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Jordan Turner,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0234@contoso-demo.com,user0234@contoso-demo.com,260,IT,Quinn Ingram,Ingram,user0234@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000234,Member,Campaign Manager,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0234@contoso-demo.com,Licensed,Employee,E00234,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,IT,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Quinn Ingram,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0235@contoso-demo.com,user0235@contoso-demo.com,260,GB,Blake Grant,Grant,user0235@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000235,Member,Finance Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0235@contoso-demo.com,Licensed,Employee,E00235,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,GB,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Blake Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0236@contoso-demo.com,user0236@contoso-demo.com,260,GB,Reese Sutton,Sutton,user0236@contoso-demo.com,Reese,00000000-0000-0000-0000-000000000236,Member,Recruiter,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0236@contoso-demo.com,Licensed,Employee,E00236,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,GB,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Reese Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0237@contoso-demo.com,user0237@contoso-demo.com,260,IE,Jamie Adams,Adams,user0237@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000237,Member,Paralegal,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0237@contoso-demo.com,Licensed,Employee,E00237,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,IE,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Jamie Adams,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0238@contoso-demo.com,user0238@contoso-demo.com,260,ES,Finley Mercer,Mercer,user0238@contoso-demo.com,Finley,00000000-0000-0000-0000-000000000238,Member,Coordinator,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0238@contoso-demo.com,Unlicensed,Employee,E00238,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,ES,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Finley Mercer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0239@contoso-demo.com,user0239@contoso-demo.com,260,GB,Emerson Ingram,Ingram,user0239@contoso-demo.com,Emerson,00000000-0000-0000-0000-000000000239,Member,Support Engineer,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0239@contoso-demo.com,Unlicensed,Employee,E00239,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,GB,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Emerson Ingram,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0240@contoso-demo.com,user0240@contoso-demo.com,260,IT,Riley Quincy,Quincy,user0240@contoso-demo.com,Riley,00000000-0000-0000-0000-000000000240,Member,Solution Specialist,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0240@contoso-demo.com,Unlicensed,Employee,E00240,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,IT,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Riley Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0241@contoso-demo.com,user0241@contoso-demo.com,260,NL,Dakota Turner,Turner,user0241@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000241,Member,Service Desk Analyst,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0241@contoso-demo.com,Licensed,Employee,E00241,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,NL,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Dakota Turner,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0242@contoso-demo.com,user0242@contoso-demo.com,260,IT,Skyler Harris,Harris,user0242@contoso-demo.com,Skyler,00000000-0000-0000-0000-000000000242,Member,Brand Lead,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0242@contoso-demo.com,Unlicensed,Employee,E00242,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,IT,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Skyler Harris,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0243@contoso-demo.com,user0243@contoso-demo.com,260,GB,Dakota Quincy,Quincy,user0243@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000243,Member,Controller,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0243@contoso-demo.com,Licensed,Employee,E00243,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,GB,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Dakota Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
